,Вакансия,Ссылка
109,Руководитель группы / Старший бизнес-консультант / Эксперт SAP BI | BW,https://hh.ru/resume/2866aaff0001aabf830039ed1f6d346e35446d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
110,"Analyst, Architect",https://hh.ru/resume/58b1f28d00013d16e10039ed1f385753537233?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
111,Chief Data Officer \ Head of BI,https://hh.ru/resume/274fa0c000042925680039ed1f7234676f6446?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
112,Аналитик,https://hh.ru/resume/5ee350cc0008ce42b60039ed1f49426432677a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
113,Аналитик данных,https://hh.ru/resume/35c5ba4200071ecaff0039ed1f7174584c4239?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
114,Аналитик,https://hh.ru/resume/e5b277730008c7fdbf0039ed1f546e76545566?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
115,Аналитик,https://hh.ru/resume/f400aaa2000378c4330039ed1f786876646148?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
116,Консультант SAP BI/BW,https://hh.ru/resume/564627160003cbae940039ed1f397874357645?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
117,Аналитик,https://hh.ru/resume/c6cb909a0000a7b2b10039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
118,Аналитик,https://hh.ru/resume/0a94f008000336bd7c0039ed1f66717359354f?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
119,Аналитик,https://hh.ru/resume/ab346abf00062c18950039ed1f5731716a4572?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
120,Аналитик,https://hh.ru/resume/79cf0fb90007f3c2b80039ed1f794249473152?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
121,Аналитик,https://hh.ru/resume/d2118a18000188159e0039ed1f6145635a6548?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
122,Аналитик,https://hh.ru/resume/ac9919c40004507cb20039ed1f744c59755037?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
123,Бизнес-аналитик,https://hh.ru/resume/cee182cd0005114e1e0039ed1f634763615845?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
124,Аналитик,https://hh.ru/resume/ac5eee5300022251220039ed1f633832585932?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
125,Аналитик,https://hh.ru/resume/738c76420007be7d4f0039ed1f576b66745637?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
126,Аналитик,https://hh.ru/resume/c694de3500053900450039ed1f71754a793133?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
127,Analyst,https://hh.ru/resume/ff6db1a000005dc60b0039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
128,Аналитик,https://hh.ru/resume/e2c0668500080960be0039ed1f326a615a6e63?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
129,"SAP BW, BI Консультант-разработчик, Архитектор",https://hh.ru/resume/f4254d6f00000658630039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
130,Middle аналитик,https://hh.ru/resume/5346d86800055fce8a0039ed1f5a7041303436?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
131,Аналитик,https://hh.ru/resume/2710d5880001db70230039ed1f687936363559?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
132,Analyst,https://hh.ru/resume/bfdfe3be0006375ee80039ed1f70694a613766?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
133,Главный аналитик,https://hh.ru/resume/ad163b4a00016fb6650039ed1f314f6c465475?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
134,Аналитик,https://hh.ru/resume/8830101100027355260039ed1f34354378546d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
135,Ведущий экономист-аналитик,https://hh.ru/resume/a03acbe00001d46cb90039ed1f734a6532726b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
136,Разработчик BI,https://hh.ru/resume/96e83f3900034964c90039ed1f733371623338?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
137,Аналитик,https://hh.ru/resume/ad4054f00004275fda0039ed1f335a76737543?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
138,Экономист-аналитик,https://hh.ru/resume/5deab89000071fba0e0039ed1f34685033764b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
139,Бизнес-аналитик,https://hh.ru/resume/62aace130008906ef30039ed1f385062325032?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
140,Руководитель направления bi,https://hh.ru/resume/93cdf1a40007e9ff010039ed1f725a4c6d6f53?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
141,Бизнес-аналитик/ Системный аналитик,https://hh.ru/resume/e19da2300008377edc0039ed1f6b6d63334736?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
142,консультант SAP BO,https://hh.ru/resume/b45baf3800009519120039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
143,Аналитик,https://hh.ru/resume/d477109d000853a1730039ed1f546d6b644f32?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
144,Аналитик,https://hh.ru/resume/619eebe500029b56410039ed1f70595a533145?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
145,BI Market Research,https://hh.ru/resume/3ef666130001ee0d5e0039ed1f496e4d463151?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
146,Аналитик,https://hh.ru/resume/ba68a6580000a071170039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
147,Аналитик,https://hh.ru/resume/4eaa00c50003a463ac0039ed1f515867775957?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
148,Аналитик,https://hh.ru/resume/0eb558e4000398c0b30039ed1f77546d436b44?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
149,Аналитик,https://hh.ru/resume/2eca0f070000ac2bcb0039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
150,Analyst,https://hh.ru/resume/83337ed500086c93180039ed1f4f42394a774f?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
151,Аналитик,https://hh.ru/resume/31e7b54f0003ab29800039ed1f71764b485943?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
152,Инвестиционный аналитик,https://hh.ru/resume/e09bbb4f00034a412b0039ed1f784a75714e50?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
153,Аналитик,https://hh.ru/resume/188e7a0c0003c135f70039ed1f79484d4a4942?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
154,"Архитектор BI, Team lead (qlik, bi, tableau, power bi)",https://hh.ru/resume/daf8bf5c00022952730039ed1f437757464366?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
155,Аналитик,https://hh.ru/resume/471ddb5a00086cc2f20039ed1f4d6c35436230?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
156,Аналитик,https://hh.ru/resume/be19ae8b0000b308830039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
157,Координатор,https://hh.ru/resume/ceb50480000517b3ec0039ed1f746c75464232?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
158,Системный аналитик,https://hh.ru/resume/818d9ef80002bcd8a80039ed1f706a44676c6d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
159,Junior,https://hh.ru/resume/00b5c929000775ffaf0039ed1f6e6755714854?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
160,Стажер-аналитик,https://hh.ru/resume/459e23c700078d01d50039ed1f697266364e76?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
161,Аналитик,https://hh.ru/resume/f51d5e0500050badce0039ed1f6b4b67344346?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
162,"Data Analyst (SQL, Power BI, Python, Excel, English - C2)",https://hh.ru/resume/f55a620e0007923aed0039ed1f774349433936?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
163,Аналитик,https://hh.ru/resume/266384890002e8ad420039ed1f726c7652697a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
164,Аналитик DWH,https://hh.ru/resume/3eefb4a10003a0791d0039ed1f4b5138793056?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
165,Аналитик,https://hh.ru/resume/6a3376780002a152b70039ed1f637435523051?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
166,SAP BW and BPC Embedded expert consultant,https://hh.ru/resume/898bde5800013960bc0039ed1f3837666e3531?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
167,Аналитик,https://hh.ru/resume/f9067fd20001a032e70039ed1f73346d4b4d44?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
168,Аналитик,https://hh.ru/resume/143046a000039a82130039ed1f426d45555441?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
169,Аналитик,https://hh.ru/resume/2bc4ab3a0007331eb90039ed1f544a74504a53?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
170,"Аналитик, Аналитик отдела закупок, Аналитик отдела продаж, Экономист-Аналитик (З/П Обсуждается)",https://hh.ru/resume/21df873d0000fc63890039ed1f525456653352?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
171,Аналитик данных,https://hh.ru/resume/bccef6f10008ee7dde0039ed1f5171616d6a39?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
172,Ведущий консультант SAP BI / BW,https://hh.ru/resume/f45bcef50000870f550039ed1f736563726574?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
173,Управление проектами /аналитик BI (QlikView/Qlik Sense) / продюсер / бизнес процессы,https://hh.ru/resume/cffd443500022bead40039ed1f6c4e6845486d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
174,Бизнес аналитик,https://hh.ru/resume/7b1d808700016595ae0039ed1f4c4672535657?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
175,Аналитик,https://hh.ru/resume/c8206ffd0003eda86a0039ed1f456b68384936?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
176,Аналитик,https://hh.ru/resume/d8257cc000029a359d0039ed1f6e594d745955?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
177,Аналитик,https://hh.ru/resume/c0d82b1e0007788bce0039ed1f584178527968?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
178,Аналитик,https://hh.ru/resume/1dfd6545000787d3060039ed1f6d527162556c?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
179,Начинающий аналитик (Oracle BI),https://hh.ru/resume/09946afe000529ac820039ed1f487a6c57615a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
180,Системный аналитик,https://hh.ru/resume/e04cc2c6000335acae0039ed1f677976437364?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
181,Гейм-дизайнер,https://hh.ru/resume/1b99e4d60005e0df690039ed1f356f31495432?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
182,Финансовый аналитик / Бизнес аналитик / зам. Финансового директора,https://hh.ru/resume/bba7eba000079b2f420039ed1f7a39617a3744?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
183,Руководитель группы,https://hh.ru/resume/78e34ea8000350821b0039ed1f416a75423835?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
184,Аналитик/Продуктовый Аналитик/Product Analyst,https://hh.ru/resume/032a73f200057c78920039ed1f755359644171?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
185,Аналитик,https://hh.ru/resume/5e8b036000034f28050039ed1f514842694747?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
186,Бизнес-аналитик/менеджер по анализу рынка/менеджер по развитию бизнеса,https://hh.ru/resume/31d8fc710002f150c10039ed1f48654732524d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
187,Аналитик,https://hh.ru/resume/d38f3d090008f8cc540039ed1f79516c597350?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
188,Аналитик,https://hh.ru/resume/d0a306b80001c0bca80039ed1f583069566c38?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
189,Аналитик,https://hh.ru/resume/8f0af16900013444ec0039ed1f324750486c33?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
190,Аналитик,https://hh.ru/resume/d45091480002d7a08b0039ed1f4e474779524f?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
191,Юрист,https://hh.ru/resume/ecb7af74000405c21f0039ed1f6f6a6743614a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
192,Специалист по экономике и финансам,https://hh.ru/resume/764657c800011620110039ed1f366f464c4c77?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
193,Software Developer (BI / ETL / Big data / Modelling / Python / AI / WebDev),https://hh.ru/resume/6310d40a000501864c0039ed1f337744314d61?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
194,"Financial analyst, Business analyst",https://hh.ru/resume/41af7be400025e32d40039ed1f7335766a7946?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
195,Business analyst,https://hh.ru/resume/9024b1760002f0f0fe0039ed1f704866657a4b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
196,Аналитик,https://hh.ru/resume/c0d0ac9b0002b4446d0039ed1f733567487971?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
197,Аналитик,https://hh.ru/resume/fec4bbdc00081f30d10039ed1f304374576868?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
198,Product Analyst,https://hh.ru/resume/8b2d7d4700092277b60039ed1f524b51507a46?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
199,"Менеджер продукта, Аналитик",https://hh.ru/resume/5122628b0008e982f80039ed1f69485262696b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
200,"Аналитик данных Аналитик данных (SQL, АБ тестирование, когортный анализ, Excel)",https://hh.ru/resume/89bace390004f3b1430039ed1f77733873326b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
201,Аналитик данных,https://hh.ru/resume/02dd13850000e335750039ed1f43346e4e616a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
202,Аналитик,https://hh.ru/resume/99787ac10008ef446b0039ed1f773739594966?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
203,Аналитик,https://hh.ru/resume/d0fbf4380005d85f9a0039ed1f313971316b41?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
204,Аналитик,https://hh.ru/resume/1a0f9d600007fe3d6c0039ed1f367a5458466b?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
205,Аналитик,https://hh.ru/resume/5d28356b00079e19b70039ed1f325579305951?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
206,Маркетолог-аналитик,https://hh.ru/resume/e828bc0b0007414ad30039ed1f474d756b5268?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
207,Аналитик,https://hh.ru/resume/b237895700083945970039ed1f70304a624569?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
208,Бизнес-аналитик,https://hh.ru/resume/b05a15e80003ce77f60039ed1f61684c543356?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
209,Аналитик,https://hh.ru/resume/95aa0f0700029cef0b0039ed1f39516433365a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
210,Аналитик Power BI,https://hh.ru/resume/8c6333c200090aa8b60039ed1f536b5a6c567a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
211,Бизнес-аналитик,https://hh.ru/resume/3de893230008d61e5e0039ed1f4771344a7550?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
212,Data Analyst (Аналитик данных),https://hh.ru/resume/522f4d1200076954010039ed1f3033716b6958?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
213,"Power BI Certified, Tableau, Manager BI & Analytics, Consultant, BI Consultant, Data analyst",https://hh.ru/resume/0e9e351a0001d2d0b80039ed1f494966373055?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
214,Аналитик,https://hh.ru/resume/77ec0fef0005bd2e7d0039ed1f4444386f504d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
215,Продуктовый аналитик,https://hh.ru/resume/15117d1900082303cb0039ed1f49576d4a686a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
216,Data аналитик,https://hh.ru/resume/dd543d99000409aadd0039ed1f77384748704d?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
217,Аналитик данных,https://hh.ru/resume/c709fd2f0008fb7c630039ed1f69724f574b57?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
218,Аналитик,https://hh.ru/resume/65c7787100081b84060039ed1f627572733979?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
219,Аналитик,https://hh.ru/resume/f1336faf0006d8788b0039ed1f6f7234695746?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
220,Web аналитик,https://hh.ru/resume/a654678e000688064f0039ed1f717454744170?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
221,Аналитик,https://hh.ru/resume/f9572076000873458c0039ed1f52637a306449?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
222,Аналитик,https://hh.ru/resume/bafe7f540008a082130039ed1f6548484b6a6a?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
223,Системный аналитик,https://hh.ru/resume/3fa00c860003e6dffd0039ed1f544933665572?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
224,Маркетолог-аналитик,https://hh.ru/resume/c6da0a7500050886540039ed1f314e39316d56?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
225,Аналитик,https://hh.ru/resume/42a0434300071427810039ed1f7348785a3159?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+BI&source=search&hhtmFrom=resumes_catalog
